City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,Day,Weekday,Pollutant_Index,Anomaly
Bangalore,15-07-2023,432.7,179.9,56.1,75,64.5,13.7,3.92,33.7,129.4,153.4,Moderate,2023,7,15,5,170.14,1
Delhi,16-07-2023,230,386.5,175.1,62.1,10.4,26.3,1.86,64.9,176.1,384.7,Very Poor,2023,7,16,6,183.92,1
Mumbai,16-07-2023,174.4,565.2,64.9,34.6,71.8,28.9,4.72,47.2,70.4,342,Very Poor,2023,7,16,6,178.36,1
Chennai,16-07-2023,495.7,32.6,61.9,62.7,150,31.9,2.99,57.3,107.5,112.2,Moderate,2023,7,16,6,151.16,-1
Kolkata,16-07-2023,398.2,383.7,4.1,34.5,61.2,44,3.48,74.3,81,342,Very Poor,2023,7,16,6,194.34,1
Bangalore,16-07-2023,330.5,255.9,1.7,122.1,55.7,7.1,5.1,74.2,100.4,480.5,Severe,2023,7,16,6,176.62,1
Delhi,17-07-2023,224.2,405,32.1,20.5,224.6,26.7,7.82,89.3,51,380.2,Very Poor,2023,7,17,0,158,1
Mumbai,17-07-2023,139.2,58.6,188.6,14.6,55.3,39.6,6.4,45.8,86.1,315,Very Poor,2023,7,17,0,68.86,1
Chennai,17-07-2023,16.4,468.3,185.7,0.2,197.8,24.8,4.5,99,142.3,454.5,Severe,2023,7,17,0,145.24,1
Kolkata,17-07-2023,469,238.2,106.6,53,139.6,16.4,0.6,0.6,12.7,192.2,Moderate,2023,7,17,0,154.7,1
Bangalore,17-07-2023,163.5,257.9,105,0.8,60.2,38.1,0.67,22.7,49,333.6,Very Poor,2023,7,17,0,98.78,1
Delhi,18-07-2023,439.9,476.3,145.8,23.5,72.8,21.1,6.5,87.9,80.9,466,Severe,2023,7,18,1,221.7,1
Mumbai,18-07-2023,185.6,413.4,31.3,52.7,227.5,42.1,7.01,54.1,122.4,379.2,Very Poor,2023,7,18,1,165.64,1
Chennai,18-07-2023,113.4,81.2,35,110.1,22.8,43.1,4.83,79.8,155.1,277.5,Poor,2023,7,18,1,107.92,1
Kolkata,18-07-2023,27.7,91.9,89.1,119.6,87.7,20.8,9.15,51,6.1,189.3,Moderate,2023,7,18,1,59.26,1
Bangalore,18-07-2023,255.1,275,10.9,26.5,105.6,10.9,1.39,57.6,121.7,405.1,Severe,2023,7,18,1,147.18,1
Delhi,19-07-2023,345.9,417.5,25.3,104.8,148.9,18.6,0.91,7.9,65.6,495.9,Severe,2023,7,19,2,188.34,1
Mumbai,19-07-2023,40.4,249.2,139.4,70.2,164.4,6.8,4.95,83.5,88.2,199.5,Moderate,2023,7,19,2,106.3,1
Chennai,19-07-2023,416.6,182.2,64.1,138.9,217.7,37.4,8.44,88,28.5,180.5,Moderate,2023,7,19,2,170.84,1
Kolkata,19-07-2023,489.8,320.7,151.6,137.3,239.5,36.3,2.64,35.9,141.7,270.7,Poor,2023,7,19,2,225.08,1
Bangalore,19-07-2023,367.8,1.1,127.6,147.6,119.8,42.3,0.29,59.8,122.4,167.6,Moderate,2023,7,19,2,139.74,1
Delhi,20-07-2023,96.3,408.2,39.4,120.9,161.3,29.7,1.1,65.7,185,372.7,Very Poor,2023,7,20,3,175.22,1
Mumbai,20-07-2023,371.1,396.6,4.8,16.4,212,4.7,4.83,46.3,32,358.1,Very Poor,2023,7,20,3,172.48,1
Chennai,20-07-2023,39.4,440.2,129.4,0.8,4.5,9,4.1,79.9,118.2,414.2,Severe,2023,7,20,3,135.7,1
Kolkata,20-07-2023,253.3,464.3,2.5,49.7,238.6,18.2,1.77,83.9,110.5,448.8,Severe,2023,7,20,3,192.34,1
Bangalore,20-07-2023,307.8,504,22.7,62.7,228.5,4.3,3.43,43.4,111.9,457.8,Severe,2023,7,20,3,205.96,1
Delhi,21-07-2023,183.9,578.6,38.5,146,179.3,5.7,9.08,88.4,160.1,349.3,Very Poor,2023,7,21,4,231.4,1
Mumbai,21-07-2023,354.3,197.6,126.6,8.8,147.4,7.7,3.68,89.2,24.1,165.2,Moderate,2023,7,21,4,134.8,1
Chennai,21-07-2023,200.4,258.8,144.8,23.4,177.7,21.3,9.3,88.7,80.8,361.9,Very Poor,2023,7,21,4,130.42,1
Kolkata,21-07-2023,252.4,511.4,159.3,140.4,50.9,31.7,5.91,5.2,152.4,402.4,Severe,2023,7,21,4,212.36,1
Bangalore,21-07-2023,134.1,435.3,72.6,119.3,129.1,18.2,4.31,29.5,12.4,407.2,Severe,2023,7,21,4,146.12,1
Delhi,22-07-2023,372.8,263.4,26,49.8,141.4,35.1,3.79,41.7,17.6,213.4,Poor,2023,7,22,5,149.06,1
Mumbai,22-07-2023,217.8,132,60.9,112.6,192.5,29,0.66,19.7,139.3,375.3,Very Poor,2023,7,22,5,124.28,1
Chennai,22-07-2023,396.4,30.7,47,134.9,239.5,16.6,7.69,34,180.6,230.4,Poor,2023,7,22,5,155.32,1
Kolkata,22-07-2023,91.4,97.7,2.9,129.9,190.1,12.9,0.21,31.1,100.6,202.4,Poor,2023,7,22,5,90.14,1
Bangalore,22-07-2023,14.3,125.3,194.1,70.2,92.9,48.1,0.99,46.9,40,117.1,Moderate,2023,7,22,5,59.34,-1
Delhi,23-07-2023,490.5,284.6,40.2,102.2,44.2,8.7,1.63,19.3,29.8,234.6,Poor,2023,7,23,6,185.28,1
Mumbai,23-07-2023,132.5,513.3,2.2,106.1,214.2,45.6,0.16,2.8,152.4,309.8,Very Poor,2023,7,23,6,181.42,1
Chennai,23-07-2023,129.1,434.3,134.9,118.3,181.2,48.8,7.34,9.8,66.9,405.7,Severe,2023,7,23,6,151.68,1
Kolkata,23-07-2023,286,161.3,56.7,106.2,7.7,16.8,5.55,72.2,57.6,436,Severe,2023,7,23,6,136.66,1
Bangalore,23-07-2023,358,557.8,164.6,81.4,42.1,48.8,2.39,41.8,22.8,104.6,Moderate,2023,7,23,6,212.36,1
Delhi,24-07-2023,300.2,527.2,187.7,9.5,61.5,1.8,1.61,87.7,116.9,450.2,Severe,2023,7,24,0,208.3,1
Mumbai,24-07-2023,73.1,193.1,126.5,17.8,216.9,1.9,3.04,75.5,34.3,162.2,Moderate,2023,7,24,0,78.76,1
Chennai,24-07-2023,318.7,226.6,120.5,12.5,246.3,4.5,9.49,18.1,33.8,468.7,Severe,2023,7,24,0,121.94,1
Kolkata,24-07-2023,71.9,164.4,104.3,98.1,178.2,15.9,1.01,70.1,35.5,143.1,Moderate,2023,7,24,0,88,1
Bangalore,24-07-2023,156.7,430.4,193.5,105.3,60.5,48.2,4.57,68,60.2,328.4,Very Poor,2023,7,24,0,164.12,1
Delhi,25-07-2023,154.4,408.6,52.4,143.2,61.1,26.9,4.48,63.4,3.5,373.2,Very Poor,2023,7,25,1,154.62,1
Mumbai,25-07-2023,164.6,248.9,175.9,96.1,115,46.5,3.27,72,85.4,334.5,Very Poor,2023,7,25,1,133.4,1
Chennai,25-07-2023,246,318,56.9,44.8,59.7,1.3,5.46,3.3,193.3,396.9,Very Poor,2023,7,25,1,161.08,1
Kolkata,25-07-2023,470.5,250.7,186.6,0.9,163.4,47.4,9.15,45.8,63.3,189.3,Moderate,2023,7,25,1,166.24,1
Bangalore,25-07-2023,94.6,63.9,159.8,71.7,99.6,32.6,5.71,10.8,74.7,213.3,Poor,2023,7,25,1,63.14,1
Delhi,26-07-2023,154.6,581.6,130,125.2,163,16.8,2.88,19.5,65,326.8,Very Poor,2023,7,26,2,189.18,1
Mumbai,26-07-2023,41.1,179,45.9,117.5,153.7,1.1,9.98,31.8,145.6,199.7,Moderate,2023,7,26,2,103,1
Chennai,26-07-2023,217.5,42.7,177.6,83.7,108.2,9.2,9.25,31.7,6.5,375.1,Very Poor,2023,7,26,2,76.42,1
Kolkata,26-07-2023,102.7,161.5,194.6,16.3,107.4,0.9,4.01,37.8,11.8,240.9,Poor,2023,7,26,2,66.02,1
Bangalore,26-07-2023,139.3,422.7,11.2,33.5,91.3,36.8,6.32,54.6,117.8,390.9,Very Poor,2023,7,26,2,153.58,1
Delhi,27-07-2023,178.6,408.1,74,112.4,219.4,14.6,2.91,8.8,21.2,372.6,Very Poor,2023,7,27,3,145.82,1
Mumbai,27-07-2023,392.4,124.2,132.6,128.9,245.7,3.3,3.38,32.8,47.7,148.9,Moderate,2023,7,27,3,145.2,1
Chennai,27-07-2023,450.7,379,11.2,34.7,232.9,7.4,1.06,46.6,52.4,336.1,Very Poor,2023,7,27,3,192.68,1
Kolkata,27-07-2023,389.5,106,126.4,116.4,180.2,20.8,5.09,91,76.5,138.5,Moderate,2023,7,27,3,155.88,1
Bangalore,27-07-2023,13.5,119.1,16.3,118.9,55.5,20.3,3.48,92.4,196.2,270,Poor,2023,7,27,3,108.02,1
Delhi,28-07-2023,354.6,158.2,142,117.8,142.8,4.9,2.92,60.5,176.7,220.5,Poor,2023,7,28,4,173.56,1
Mumbai,28-07-2023,205.7,313.5,38.5,123.6,23.5,15.8,1.53,13,193.8,366,Very Poor,2023,7,28,4,169.92,1
Chennai,28-07-2023,491.9,65.1,95.2,65.4,186.6,34.9,3.36,51.8,6,116.8,Moderate,2023,7,28,4,136.04,-1
Kolkata,28-07-2023,215.4,517.9,61.5,90.7,137.9,22.2,1.46,81.7,60.7,373.4,Very Poor,2023,7,28,4,193.28,1
Bangalore,28-07-2023,337.1,105.4,12.6,123.7,68.2,24.4,4.52,47.7,137.7,487.1,Severe,2023,7,28,4,150.32,1
Delhi,29-07-2023,278.2,314.2,5.6,45.2,123.5,23.6,3.71,6.4,28.6,428.2,Severe,2023,7,29,5,134.52,1
Mumbai,29-07-2023,30.1,158.1,69.8,82.5,235,34,2.94,21.1,188.4,250.2,Poor,2023,7,29,5,96.04,1
Chennai,29-07-2023,444.1,173.7,24.7,60.1,11.8,12.5,7.61,83.3,32.9,170,Moderate,2023,7,29,5,158.82,1
Kolkata,29-07-2023,2.6,448.5,48.3,30.4,243.6,42.1,7.04,31.4,72.4,426.1,Severe,2023,7,29,5,117.06,1
Bangalore,29-07-2023,269.5,329,74.7,5.8,99.5,13.9,1.85,74.8,43.4,419.5,Severe,2023,7,29,5,144.5,1
Delhi,30-07-2023,131.9,280.9,167.8,15.9,89.8,4.8,8.52,13.8,198.9,309.4,Very Poor,2023,7,30,6,128.28,1
Mumbai,30-07-2023,124.5,359.4,29.1,102.2,240,12,0.6,16.2,144.1,311.5,Very Poor,2023,7,30,6,149.28,1
Chennai,30-07-2023,80.8,39.3,42.3,64.3,42.3,43.9,5.4,65.1,161.3,190.1,Moderate,2023,7,30,6,82.16,1
Kolkata,30-07-2023,241.8,584.8,115,36.2,170.8,33.8,2.21,65.6,105.7,393.7,Very Poor,2023,7,30,6,206.82,1
Bangalore,30-07-2023,109.1,545.6,102.6,82.1,216.3,50,6.41,41.5,22.1,262.8,Poor,2023,7,30,6,160.08,1
Delhi,31-07-2023,22,234.5,58.9,47.1,4.5,9.8,7.52,37.6,132.6,189.7,Moderate,2023,7,31,0,94.76,1
Mumbai,31-07-2023,281.8,287.3,85.5,140.4,122.5,35.9,4.09,57.6,87.6,431.8,Severe,2023,7,31,0,170.94,1
Chennai,31-07-2023,282.2,204.4,81,144.4,109.4,41.8,8.79,82.8,45,432.2,Severe,2023,7,31,0,151.76,1
Kolkata,31-07-2023,26.2,541,17.5,145.2,170.7,11.7,2.42,10.7,151,174.9,Moderate,2023,7,31,0,174.82,-1
Bangalore,31-07-2023,222.3,457.2,54.8,1,229,46.1,0.86,90.2,9.9,438.6,Severe,2023,7,31,0,156.12,1
Delhi,01-08-2023,29.3,591.8,64.7,83.3,235.9,16.5,5.72,2.6,182.7,235.8,Poor,2023,8,1,1,177.94,1
Mumbai,01-08-2023,194.8,546.8,83.9,128.7,89.5,34.1,1.84,34.9,83.8,357.6,Very Poor,2023,8,1,1,197.8,1
Chennai,01-08-2023,362.3,50,43.6,141.3,71.4,5.9,2.65,18.1,116.3,161.3,Moderate,2023,8,1,1,137.6,1
Kolkata,01-08-2023,168.3,416.6,105.3,84.4,179.6,38.2,5.5,2.3,139.7,383.2,Very Poor,2023,8,1,1,162.26,1
Bangalore,01-08-2023,429.1,291.1,121.7,132,3.1,26.4,7.54,8,19.4,241.1,Poor,2023,8,1,1,175.92,1
Delhi,02-08-2023,229.6,448.7,12.8,7.2,73.7,48.7,5.55,36.1,48,426.4,Severe,2023,8,2,2,153.92,1
Mumbai,02-08-2023,39.8,90.3,173.9,131.4,173.7,37.4,5.47,83.8,103.4,151.4,Moderate,2023,8,2,2,89.74,1
Chennai,02-08-2023,347.3,296.7,42.5,94.3,87.1,4.1,3.1,43.3,38.5,497.3,Severe,2023,8,2,2,164.02,1
Kolkata,02-08-2023,490.3,91.6,186.5,108.2,144.3,29.4,8.86,22,176.3,219.5,Poor,2023,8,2,2,177.68,1
Bangalore,02-08-2023,443.7,387.5,199.7,27.2,60.8,2,0.41,51.2,28.5,346.7,Very Poor,2023,8,2,2,187.62,1
Delhi,03-08-2023,227.5,213.5,109.3,73.9,104.4,23.1,0.93,74.8,168.6,382.7,Very Poor,2023,8,3,3,151.66,1
Mumbai,03-08-2023,71.6,180.5,58.5,137.8,141.6,11.2,7.01,30.1,35.7,162.5,Moderate,2023,8,3,3,91.14,1
Chennai,03-08-2023,298.7,213.4,121.5,11.7,205.1,15,4.48,8.8,62.3,448.7,Severe,2023,8,3,3,118.98,1
Kolkata,03-08-2023,129.3,38.9,3.2,37,10.3,24.6,9.59,93.5,187.9,307.4,Very Poor,2023,8,3,3,97.32,1
Bangalore,03-08-2023,463,245.2,144.1,9.7,184.2,35.6,4.17,34.8,7.8,196.8,Moderate,2023,8,3,3,152.1,1
Delhi,04-08-2023,51,247,127.6,55.2,111.2,38.4,5.11,42.6,71.9,198,Moderate,2023,8,4,4,93.54,1
Mumbai,04-08-2023,342.9,442.1,185.8,108,210,21.8,6.59,77.7,54.6,492.9,Severe,2023,8,4,4,205.06,1
Chennai,04-08-2023,9.4,311.9,117.5,76.8,136.5,13.9,2.33,94.2,157.4,261.9,Poor,2023,8,4,4,129.94,1
Kolkata,04-08-2023,7.2,447,25.6,124.5,111.4,0.6,4.15,96.6,125,424,Severe,2023,8,4,4,160.06,1
Bangalore,04-08-2023,51.1,39.2,38,134.5,175.8,44,7.95,96.7,118.9,174.3,Moderate,2023,8,4,4,88.08,1
Delhi,05-08-2023,190.3,21.2,143.8,111.7,129.6,26.8,6.17,66.6,25,354.2,Very Poor,2023,8,5,5,82.96,1
Mumbai,05-08-2023,348.2,568.8,87.4,123.1,172.3,26.3,5.88,30.8,104.6,498.2,Severe,2023,8,5,5,235.1,1
Chennai,05-08-2023,349,65.7,71.1,71.5,50.6,38.4,4.49,61.9,189.5,499,Severe,2023,8,5,5,147.52,1
Kolkata,05-08-2023,489.2,448.7,84.3,132.4,151.5,4.3,4.29,28.1,40.2,426.4,Severe,2023,8,5,5,227.72,1
Bangalore,05-08-2023,377.9,406.6,194.4,84.4,163,38,6.95,46.2,84.5,370.7,Very Poor,2023,8,5,5,199.92,1
Delhi,06-08-2023,461.3,93.5,11.7,103.1,33.1,8.7,7.59,70,143.7,169.8,Moderate,2023,8,6,6,174.32,1
Mumbai,06-08-2023,332.1,9.9,48.6,136.1,45.8,39.6,5.63,34.1,83.9,482.1,Severe,2023,8,6,6,119.22,1
Chennai,06-08-2023,405.8,376.1,123.4,136.2,245.2,40.6,2.01,47.4,63.4,332.5,Very Poor,2023,8,6,6,205.78,1
Kolkata,06-08-2023,46.1,494.4,128.2,50.3,172,10.7,8.48,91.8,155.9,492,Severe,2023,8,6,6,167.7,1
Bangalore,06-08-2023,140.7,62.7,152.1,67.8,75.4,34.9,0.82,60.7,33.4,316.1,Very Poor,2023,8,6,6,73.06,1
Delhi,07-08-2023,314.2,20.3,180.5,130.5,74.3,2.9,8.25,62.3,156.3,464.2,Severe,2023,8,7,0,136.72,1
Mumbai,07-08-2023,54.2,66.2,24,47.3,220.2,23.5,9.61,74.6,128.9,195.1,Moderate,2023,8,7,0,74.24,1
Chennai,07-08-2023,477.2,167.4,76.8,71.6,197.6,2.1,9.35,79,138.9,191.9,Moderate,2023,8,7,0,186.82,1
Kolkata,07-08-2023,416.7,176.2,9,9,228.3,47.9,7.28,69.7,186.2,244.7,Poor,2023,8,7,0,171.56,1
Bangalore,07-08-2023,450.8,127.8,68.2,60.3,100.8,2.9,3.64,17.4,78.6,120.3,Moderate,2023,8,7,0,146.98,1
Delhi,08-08-2023,8,248.2,150.2,47.6,66.7,43.1,0.77,54.3,138,198.8,Moderate,2023,8,8,1,99.22,1
Mumbai,08-08-2023,469,145,122.2,10.7,37.4,0.4,1,54.9,30.7,130.2,Moderate,2023,8,8,1,142.06,1
Chennai,08-08-2023,47.6,99.6,86.9,41.8,49.8,24.3,6.06,22.5,66.5,150.6,Moderate,2023,8,8,1,55.6,1
Kolkata,08-08-2023,291.3,497.7,29.1,106,107.6,7.8,5.93,21,151.5,496.7,Severe,2023,8,8,1,213.5,1
Bangalore,08-08-2023,335.2,447.6,114.9,131.9,245.2,32.7,6.54,59.4,175.2,485.2,Severe,2023,8,8,1,229.86,1
Delhi,09-08-2023,58,582.7,26.1,116,147.8,25.3,7.86,11.3,56.2,173.2,Moderate,2023,8,9,2,164.84,1
Mumbai,09-08-2023,101.4,584.4,62.8,138.1,197.8,40.2,4.31,44.2,13.9,236.5,Poor,2023,8,9,2,176.4,1
Chennai,09-08-2023,332.6,131.2,180.7,126.1,191.5,39.6,7.04,0.9,18,482.6,Severe,2023,8,9,2,121.76,1
Kolkata,09-08-2023,320.4,357.3,10.3,87.3,239.9,23.2,1.06,91.2,170.2,470.4,Severe,2023,8,9,2,205.28,1
Bangalore,09-08-2023,453,320,145.4,21.5,220.8,36.5,8.86,59.9,50.2,270,Poor,2023,8,9,2,180.92,1
Delhi,10-08-2023,430.7,337,191.5,30.6,89.7,3.8,3.61,1.8,150.4,287,Poor,2023,8,10,3,190.1,1
Mumbai,10-08-2023,191.1,537.8,5,109.1,175.3,34.3,2.58,7.1,11.4,354.8,Very Poor,2023,8,10,3,171.3,1
Chennai,10-08-2023,384.3,169.4,99.3,141.4,248.7,40.9,1.71,94.5,173.4,212.2,Poor,2023,8,10,3,192.6,1
Kolkata,10-08-2023,6.9,83.1,107.4,111.1,33.9,14.5,6.72,50.3,68.6,158.9,Moderate,2023,8,10,3,64,1
Bangalore,10-08-2023,51.1,421.4,178.1,108.7,160.1,11.6,4.32,16.9,0.8,389.2,Very Poor,2023,8,10,3,119.78,1
Delhi,11-08-2023,276,589.2,159.4,136.4,245,1.7,8.86,31,182.7,426,Severe,2023,8,11,4,243.06,1
Mumbai,11-08-2023,330.6,374.5,176.7,6.3,50,37.4,4.51,42.1,3.9,480.6,Severe,2023,8,11,4,151.48,1
Chennai,11-08-2023,195.2,132.7,146.6,114.2,190.4,35.8,9.78,2.5,13.4,357.9,Very Poor,2023,8,11,4,91.6,1
Kolkata,11-08-2023,9.5,513,114.3,28.9,114.6,22.4,3.18,47.7,13.4,114.5,Moderate,2023,8,11,4,122.5,-1
Bangalore,11-08-2023,268.2,206.4,68.8,25.7,73.5,12,5.02,28.1,53.8,418.2,Severe,2023,8,11,4,116.44,1
Delhi,12-08-2023,314.9,93,67,62,241.5,35.6,3.52,85.8,53.9,464.9,Severe,2023,8,12,5,121.92,1
Mumbai,12-08-2023,497.2,367.3,96.1,117.2,121.8,41.7,5.39,33.4,74.9,321.4,Very Poor,2023,8,12,5,218,1
Chennai,12-08-2023,21,447.9,76.3,142,177.9,12.5,6.52,2.1,26.6,425.2,Severe,2023,8,12,5,127.92,1
Kolkata,12-08-2023,216.4,106.2,85.5,54.6,163,3.7,9.14,20.5,161.7,374.2,Very Poor,2023,8,12,5,111.88,1
Bangalore,12-08-2023,160.9,118.8,166.9,46.4,247.2,1.5,0.3,68.4,133.2,331.6,Very Poor,2023,8,12,5,105.54,1
Delhi,13-08-2023,476,273.9,96.3,91.5,131.2,17.7,6.39,38.2,166.9,223.9,Poor,2023,8,13,6,209.3,1
Mumbai,13-08-2023,153.8,15.3,196.5,60.7,247.8,18.2,4.36,55.9,103.5,326.2,Very Poor,2023,8,13,6,77.84,1
Chennai,13-08-2023,83.8,320.2,48.1,2.1,120.3,35.3,6.23,52.8,26,270.2,Poor,2023,8,13,6,96.98,1
Kolkata,13-08-2023,220.9,350.4,179.1,77.5,184.5,17.6,1.16,71.9,100.1,377.7,Very Poor,2023,8,13,6,164.16,1
Bangalore,13-08-2023,496.5,468.5,117.6,88.1,100.9,11.6,2.65,21.4,182.8,454.8,Severe,2023,8,13,6,251.46,-1
Delhi,14-08-2023,261.3,65.1,67.6,13.5,37.5,2,4.42,82.1,105.5,411.3,Severe,2023,8,14,0,105.5,1
Mumbai,14-08-2023,274.1,563.9,7.4,96.4,80.1,13,6.83,80.6,199.9,424.1,Severe,2023,8,14,0,242.98,1
Chennai,14-08-2023,169.6,165,70.4,58.1,10.2,27.7,9.65,54.6,73.9,338.3,Very Poor,2023,8,14,0,104.24,1
Kolkata,14-08-2023,41.7,267.2,134.6,136,114.8,6.8,5.86,91.3,168.2,217.2,Poor,2023,8,14,0,140.88,1
Bangalore,14-08-2023,217.9,415.2,78.3,108.7,218.5,24.6,3.77,19.3,139.1,381.5,Very Poor,2023,8,14,0,180.04,1
Delhi,15-08-2023,355.2,269.6,56.4,144.9,159.3,46.9,5.89,10.9,75.8,219.6,Poor,2023,8,15,1,171.28,1
Mumbai,15-08-2023,93,444.4,140.6,79.7,149.5,13.9,3.31,80.9,74.5,420.2,Severe,2023,8,15,1,154.5,1
Chennai,15-08-2023,452.9,106.4,6.6,126.2,76.2,22.7,5.81,58.9,115.2,147.5,Moderate,2023,8,15,1,171.92,1
Kolkata,15-08-2023,283.2,444.8,179.3,108.3,82.1,1.7,5.05,61.9,44.5,433.2,Severe,2023,8,15,1,188.54,1
Bangalore,15-08-2023,63.3,399,139.7,92,187.4,4.9,9.22,37.8,159.9,361.2,Very Poor,2023,8,15,1,150.4,1
Delhi,16-08-2023,95.9,142.5,179.5,115.3,236.5,10.3,2.47,22.7,165,217.7,Poor,2023,8,16,2,108.28,1
Mumbai,16-08-2023,257.9,424.9,58.6,62.1,27.1,17,4.05,76.6,85.4,407.9,Severe,2023,8,16,2,181.38,1
Chennai,16-08-2023,215,492.9,116,57.6,105.9,45.9,3.8,38.9,72.2,489.8,Severe,2023,8,16,2,175.32,1
Kolkata,16-08-2023,251.4,390.1,135.6,82.4,191.3,16.7,7.31,2.2,140.5,401.4,Severe,2023,8,16,2,173.32,1
Bangalore,16-08-2023,198,147.8,164.8,48,192.4,13.8,0.31,80.4,179.2,360.1,Very Poor,2023,8,16,2,130.68,1
Delhi,17-08-2023,422.7,354.8,156.9,11.1,242.1,22.6,9.54,25.5,47.4,305.8,Very Poor,2023,8,17,3,172.3,1
Mumbai,17-08-2023,103,266.1,176.1,54.8,149.9,5.9,0.28,31.5,85.3,242,Poor,2023,8,17,3,108.14,1
Chennai,17-08-2023,413.2,13.7,63.7,114.6,9.4,36.3,7.69,55.4,177.2,221.8,Poor,2023,8,17,3,154.82,1
Kolkata,17-08-2023,178,469.1,161.3,10.3,207.2,5.6,4.13,60.4,61.8,455.7,Severe,2023,8,17,3,155.92,1
Bangalore,17-08-2023,20.2,514.5,39.6,26.3,208.9,13.2,9.17,40.3,73.8,189.6,Moderate,2023,8,17,3,135.02,1
Delhi,18-08-2023,217.7,531.3,14.9,102.9,84.3,27.2,1.55,46.1,121.6,375.2,Very Poor,2023,8,18,4,203.92,1
Mumbai,18-08-2023,379.1,157,179.9,21.1,223.2,32.1,8.44,20.2,1.1,180.5,Moderate,2023,8,18,4,115.7,1
Chennai,18-08-2023,148.8,180.4,71.6,64.1,210.8,29.5,9.43,14.8,176.2,322.3,Very Poor,2023,8,18,4,116.86,1
Kolkata,18-08-2023,130.6,449.4,129.3,105.7,16.7,28.3,8.01,6.3,156.7,427.4,Severe,2023,8,18,4,169.74,1
Bangalore,18-08-2023,102.2,420.5,101.1,101.3,56.1,38.3,8.74,79.6,99.6,388.1,Very Poor,2023,8,18,4,160.64,1
Delhi,19-08-2023,289.4,67.5,150,47.5,36.5,42.1,5.01,9.7,192.1,439.4,Severe,2023,8,19,5,121.24,1
Mumbai,19-08-2023,222,282.3,151.7,9.7,163.6,31,4.24,53.7,49.8,378.5,Very Poor,2023,8,19,5,123.5,1
Chennai,19-08-2023,466.9,152.6,195.4,21.2,33.1,29.7,1,70.5,1.6,135.3,Moderate,2023,8,19,5,142.56,-1
Kolkata,19-08-2023,141.5,245.4,75.4,144.9,125.6,44,5.9,1.5,31.7,316.7,Very Poor,2023,8,19,5,113,1
Bangalore,19-08-2023,169.9,8.4,41.3,20.8,13.5,45.3,3.39,74.3,112.1,338.5,Very Poor,2023,8,19,5,77.1,1
Delhi,20-08-2023,418.3,241.5,195.8,77.2,199.4,41.3,5.31,63,90.4,194.4,Moderate,2023,8,20,6,178.08,1
Mumbai,20-08-2023,63.1,477.2,29.1,23.1,148.1,30.3,1.73,70.6,176.4,467.3,Severe,2023,8,20,6,162.08,1
Chennai,20-08-2023,66.8,373.9,174.3,15.4,94.6,18.4,2.43,92.4,63.3,329.7,Very Poor,2023,8,20,6,122.36,1
Kolkata,20-08-2023,54.5,198,68.3,78.2,165,22,1.06,37.5,34.4,165.4,Moderate,2023,8,20,6,80.52,1
Bangalore,20-08-2023,424.9,10.1,48.6,1.4,118.6,16,2.89,59.8,192,259.4,Poor,2023,8,20,6,137.64,-1
Delhi,21-08-2023,87.8,151.6,150.7,21.9,218.5,45.4,1.43,95.2,33.9,192.5,Moderate,2023,8,21,0,78.08,1
Mumbai,21-08-2023,472.7,213.3,43.5,27.3,182.1,9.2,5.97,17.3,26.4,175.6,Moderate,2023,8,21,0,151.4,1
Chennai,21-08-2023,73,121.9,59.2,64.9,16.6,39.8,3.09,75.6,109.4,142,Moderate,2023,8,21,0,88.96,1
Kolkata,21-08-2023,34.5,123.3,161.9,7.2,161.1,16.6,6.68,51.8,182.4,235,Poor,2023,8,21,0,79.84,1
Bangalore,21-08-2023,444.7,25.3,108,46.7,197.7,6.7,2.66,6.9,123.2,133.8,Moderate,2023,8,21,0,129.36,1
Delhi,22-08-2023,355.9,593.4,94.8,95.3,213.9,35.5,1.1,30.8,192.9,261.7,Poor,2023,8,22,1,253.66,1
Mumbai,22-08-2023,484.7,445.7,87.4,91.1,131.7,3.9,7.13,3.2,138.4,422.1,Severe,2023,8,22,1,232.62,1
Chennai,22-08-2023,89.4,379.1,161.6,66.6,59.6,40.4,0.54,75.8,108.8,336.2,Very Poor,2023,8,22,1,143.94,1
Kolkata,22-08-2023,124.5,76.6,19.9,45,202.8,11.1,7.74,68.2,35.6,303.7,Very Poor,2023,8,22,1,69.98,1
Bangalore,22-08-2023,210.7,329.5,6.7,43,162.4,29.6,2.23,5.9,157.6,369.8,Very Poor,2023,8,22,1,149.34,1
Delhi,23-08-2023,255,422.4,38.5,30.2,211.8,5.7,6.54,69.8,139.1,405,Severe,2023,8,23,2,183.3,1
Mumbai,23-08-2023,58,16.2,116.1,26,221.6,24.7,8.32,22.4,91.4,178.9,Moderate,2023,8,23,2,42.8,1
Chennai,23-08-2023,268.1,486.7,139.8,104.7,173.5,41.7,1.29,10.1,84,480.9,Severe,2023,8,23,2,190.72,1
Kolkata,23-08-2023,434.9,278.4,138.8,12.7,228.6,25.5,2.8,43.1,23.9,228.4,Poor,2023,8,23,2,158.6,1
Bangalore,23-08-2023,76.5,382.2,57.9,37.2,20.2,11.8,2.6,81.9,81.8,340.1,Very Poor,2023,8,23,2,131.92,1
